maggot	𐌼𐌰𐌸𐌰
womb	𐍅𐌰𐌼𐌱𐌰
iron	𐌴𐌹𐍃𐌰𐍂𐌽
more	𐌼𐌰𐌹𐍃
pay back	𐍆𐍂𐌰𐌲𐌹𐌻𐌳𐌰𐌽
place	𐍃𐍄𐌰𐌸𐍃
evening	𐌰𐌽𐌳𐌰𐌽𐌰𐌷𐍄𐌹
servant	𐌰𐌽𐌳𐌱𐌰𐌷𐍄𐍃
service	𐌰𐌽𐌳𐌱𐌰𐌷𐍄𐌹
murder	𐌼𐌰𐌿𐍂𐌸𐍂𐌾𐌰𐌽
substantial	𐍃𐍄𐍉𐌼𐌰
custom	𐍃𐌹𐌳𐌿𐍃
bear	𐍆𐍂𐌰𐌱𐌰𐌹𐍂𐌰𐌽
old	𐌰𐌻𐌸𐌴𐌹𐍃
heaven	𐌷𐌹𐌼𐌹𐌽𐍃
cry out	𐍅𐍉𐍀𐌾𐌰𐌽
nudity	𐌽𐌰𐌵𐌰𐌳𐌴𐌹
ᚺᚨᛁᛚᚨᚷ	𐌷𐌰𐌹𐌻𐌰𐌲
ᚺᚨᛁᛚᚨᚷᛊ	𐌷𐌰𐌹𐌻𐌰𐌲𐍃
merciful	𐌱𐌻𐌴𐌹𐌸𐌾𐌰𐌽
void	𐌱𐌻𐌰𐌿𐌸𐌾𐌰𐌽
army	𐌷𐌰𐍂𐌾𐌹𐍃
road	𐍅𐌹𐌲𐍃
slave	𐍃𐌺𐌰𐌻𐌺𐍃
leaf	𐌻𐌰𐌿𐍆𐍃
bed	𐌻𐌹𐌲𐍂𐍃
authority	𐍅𐌰𐌻𐌳𐌿𐍆𐌽𐌹
clear	𐍃𐌺𐌴𐌹𐍂𐍃
tongue	𐍂𐌰𐌶𐌳𐌰
depart	𐌰𐍆𐌲𐌰𐌲𐌲𐌰𐌽
deep	𐌰𐍆𐌲𐍂𐌿𐌽𐌳𐌹𐌸𐌰
ungodliness	𐌰𐍆𐌲𐌿𐌳𐌴𐌹
abstain	𐌰𐍆𐌷𐌰𐌱𐌰𐌽
unclothed	𐌰𐍆𐌷𐌰𐌼𐍉𐌽
cheat	𐌰𐍆𐌷𐍉𐌻𐍉𐌽
shake	𐌰𐍆𐌷𐍂𐌹𐍃𐌾𐌰𐌽
bewitch	𐌰𐍆𐌷𐌿𐌲𐌾𐌰𐌽
remission	𐌰𐍆𐌻𐌰𐌲𐌴𐌹𐌽𐍃
depart	𐌰𐍆𐌻𐌴𐌹𐌸𐌰𐌽
remain	𐌰𐍆𐌻𐌹𐍆𐌽𐌰𐌽
human	𐌼𐌰𐌽𐌽𐌹𐍃𐌺𐍃
depart	𐌰𐍆𐌻𐌹𐌽𐌽𐌰𐌽
offend	𐌰𐍆𐌼𐌰𐍂𐌶𐌾𐌰𐌽
forsake	𐌰𐍆𐌵𐌹𐌸𐌰𐌽
andhuliþ	𐌰𐌽𐌳𐌷𐌿𐌻𐌹𐌸
andhafjandans	𐌰𐌽𐌳𐌷𐌰𐍆𐌾𐌰𐌽𐌳𐌰𐌽𐍃
andhafjandei	𐌰𐌽𐌳𐌷𐌰𐍆𐌾𐌰𐌽𐌳𐌴𐌹
andbeitands	𐌰𐌽𐌳𐌱𐌴𐌹𐍄𐌰𐌽𐌳𐍃
andhulidamma	𐌰𐌽𐌳𐌷𐌿𐌻𐌹𐌳𐌰𐌼𐌼𐌰
anafilhands	𐌰𐌽𐌰𐍆𐌹𐌻𐌷𐌰𐌽𐌳𐍃
anafilhandam	𐌰𐌽𐌰𐍆𐌹𐌻𐌷𐌰𐌽𐌳𐌰𐌼
atgibans	𐌰𐍄𐌲𐌹𐌱𐌰𐌽𐍃
atgibana	𐌰𐍄𐌲𐌹𐌱𐌰𐌽𐌰
atgaggands	𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐍃
atgaggandan	𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌰𐌽
atgaggandans	𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌰𐌽𐍃
atgaggandam	𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌰𐌼
atgaggandei	𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌴𐌹
atgaggandein	𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌴𐌹𐌽
atgaggandeins	𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌴𐌹𐌽𐍃
atgaggandeim	𐌰𐍄𐌲𐌰𐌲𐌲𐌰𐌽𐌳𐌴𐌹𐌼
side	𐍆𐌴𐍂𐌰
atwairpands	𐌰𐍄𐍅𐌰𐌹𐍂𐍀𐌰𐌽𐌳𐍃
atwaurpans	𐌰𐍄𐍅𐌰𐌿𐍂𐍀𐌰𐌽𐍃
bound	𐌷𐌰𐍆𐍄𐍃
divorce	𐌰𐍆𐍃𐌰𐍄𐌴𐌹𐌽𐍃
cast away	𐌰𐍆𐍃𐌺𐌹𐌿𐌱𐌰𐌽
cut off	𐌰𐍆𐍃𐌻𐌰𐌷𐌰𐌽
put off	𐌰𐍆𐍃𐌻𐌰𐌿𐍀𐌾𐌰𐌽
doubt	𐌰𐍆𐍃𐌻𐌰𐌿𐌸𐌾𐌰𐌽
apostasy	𐌰𐍆𐍃𐍄𐌰𐍃𐍃
come down	𐌰𐍆𐍃𐍄𐌴𐌹𐌲𐌰𐌽
despair	𐌰𐍆𐍃𐍅𐌰𐌲𐌲𐍅𐌾𐌰𐌽
blot out	𐌰𐍆𐍃𐍅𐌰𐌹𐍂𐌱𐌰𐌽
behind	𐌰𐍆𐍄𐌰𐌽𐌰
behind	𐌰𐍆𐍄𐌰𐍂𐍉
torn	𐌰𐍆𐍄𐌰𐌿𐍂𐌽𐌰𐌽
again	𐌰𐍆𐍄𐍂𐌰
revival	𐌰𐍆𐍄𐍂𐌰𐌰𐌽𐌰𐍃𐍄𐍉𐌳𐌴𐌹𐌽𐍃
last	𐌰𐍆𐍄𐌿𐌼𐌰
last	𐌰𐍆𐍄𐌿𐌼𐌹𐍃𐍄𐍃
move	𐌰𐍆𐍅𐌰𐌲𐌾𐌰𐌽
roll	𐌰𐍆𐍅𐌰𐌻𐍅𐌾𐌰𐌽
thirsty	𐌰𐍆𐌸𐌰𐌿𐍂𐍃𐌾𐌰𐌽
flee	𐌰𐍆𐌸𐌻𐌹𐌿𐌷𐌰𐌽
choke	𐌰𐍆𐍈𐌰𐍀𐌽𐌰𐌽
distress	𐌰𐌲𐌲𐍅𐌹𐌸𐌰
narrow	𐌰𐌲𐌲𐍅𐌿𐍃
it	𐌹𐍄𐌰
kid	𐌲𐌰𐌹𐍄𐌴𐌹𐌽
already	𐌾𐌿
mother	𐌰𐌹𐌸𐌴𐌹
wretched	𐍅𐌰𐌹𐌽𐌰𐌷𐍃
body	𐌻𐌴𐌹𐌺
carnal	𐌻𐌴𐌹𐌺𐌴𐌹𐌽𐍃
law	𐍅𐌹𐍄𐍉𐌸
adulterer	𐌷𐍉𐍂𐍃
as	𐍃𐍅𐌰𐍃𐍅𐌴
why	𐌳𐌿𐍈𐌴
dead	𐌽𐌰𐌿𐍃
foolish	𐌳𐍅𐌰𐌻𐍃
worthy	𐍅𐌰𐌹𐍂𐌸𐍃
blind	𐌱𐌻𐌹𐌽𐌳𐍃
rabbi	𐍂𐌰𐌱𐌱𐌴𐌹
follower	𐍃𐌹𐍀𐍉𐌽𐌴𐌹𐍃
hour	𐍈𐌴𐌹𐌻𐌰
Jesus	𐌹𐌴𐍃𐌿𐍃
letter	𐌰𐌹𐍀𐌹𐍃𐍄𐌰𐌿𐌻𐌴
apostle	𐌰𐍀𐌰𐌿𐍃𐍄𐌰𐌿𐌻𐌿𐍃
foundation	𐌲𐍂𐌿𐌽𐌳𐌿𐍅𐌰𐌳𐌳𐌾𐌿𐍃
peace	𐌲𐌰𐍅𐌰𐌹𐍂𐌸𐌹
sad	𐌲𐌰𐌿𐍂𐍃
fence	𐌼𐌹𐌳𐌲𐌰𐍂𐌳𐌹𐍅𐌰𐌳𐌳𐌾𐌿𐍃
clean	𐌷𐌻𐌿𐍄𐍂𐍃
prophet	𐍀𐍂𐌰𐌿𐍆𐌴𐍄𐌴𐍃
lie	𐌲𐌰𐌻𐌹𐌿𐌲
devil	𐌿𐌽𐌷𐌿𐌻𐌸𐌰
runner	ᚱᚨᚾᛃᚨ
fish	𐍆𐌹𐍃𐌺𐍉𐌽
fisherman	𐍆𐌹𐍃𐌺𐌾𐌰
-er	-𐌾𐌰
field	𐌷𐌰𐌹𐌸𐌹
chair	𐍃𐍄𐍉𐌻𐍃
dumb	𐌳𐌿𐌼𐌱𐍃
temple	𐌰𐌻𐌷𐍃
face	𐍃𐌹𐌿𐌽𐍃
shame	𐌹𐌳𐍅𐌴𐌹𐍄
girl	𐌼𐌰𐌲𐌰𐌸𐍃
virginity	𐌼𐌰𐌲𐌰𐌸𐌴𐌹
congregation	𐌰𐌹𐌺𐌺𐌻𐌴𐍃𐌾𐍉
greet	𐌲𐍉𐌻𐌾𐌰𐌽
government	𐌸𐌹𐌿𐌳𐌹𐌽𐌰𐍃𐍃𐌿𐍃
devil	𐌳𐌹𐌰𐌱𐌰𐌿𐌻𐌿𐍃
-ness	-𐌹𐌽𐌰𐍃𐍃𐌿𐍃
powerful	𐌼𐌰𐌷𐍄𐌴𐌹𐌲𐍃
weak	𐌿𐌽𐌼𐌰𐌷𐍄𐌴𐌹𐌲𐍃
merciful	𐌰𐌽𐍃𐍄𐌴𐌹𐌲𐍃
cunning	𐌻𐌹𐍃𐍄𐌴𐌹𐌲𐍃
scheme	𐌻𐌹𐍃𐍄𐍃
hardened	𐌳𐌰𐌿𐍆𐍃
deep	𐌳𐌹𐌿𐍀𐍃
linen	𐌻𐌴𐌹𐌽
wild	𐌷𐌰𐌹𐌸𐌹𐍅𐌹𐍃𐌺𐍃
heatheness	𐌷𐌰𐌹𐌸𐌽𐍉
peaceful	𐌲𐌰𐍅𐌰𐌹𐍂𐌸𐌴𐌹𐌲𐍃
love	𐍆𐍂𐌹𐌾𐌰𐌸𐍅𐌰
good	𐍃𐌴𐌻𐍃
hate	𐌷𐌰𐍄𐌹𐍃
goodness	𐍃𐌴𐌻𐌴𐌹
only	𐌰𐌹𐌽𐌰𐌷𐍃
kernel	𐌺𐌰𐌿𐍂𐌽𐍉
corn	𐌺𐌰𐌿𐍂𐌽
shameful	𐌰𐌲𐌻𐍃
bandage	𐍆𐌰𐍃𐌺𐌾𐌰
dungeon	𐌺𐌰𐍂𐌺𐌰𐍂𐌰
reading	𐌻𐌰𐌹𐌺𐍄𐌾𐍉
serve	𐌼𐌹𐌻𐌹𐍄𐍉𐌽
seal	𐍃𐌹𐌲𐌻𐌾𐍉
they	𐌹𐌾𐌰
they	𐌹𐌾𐍉𐍃
but	𐌰𐌺𐌴𐌹
believe	𐌲𐌰𐌻𐌰𐌿𐌱𐌾𐌰𐌽
speak	𐍂𐍉𐌳𐌾𐌰𐌽
will	𐍅𐌹𐌻𐌾𐌰
hallowed	𐍅𐌴𐌹𐌷𐌽𐌰𐌽
daily	𐍃𐌹𐌽𐍄𐌴𐌹𐌽𐍃
that	𐌸𐌰𐍄𐌴𐌹
debtor	𐍃𐌺𐌿𐌻𐌰
temptation	𐍆𐍂𐌰𐌹𐍃𐍄𐌿𐌱𐌽𐌹
loose	𐌻𐌰𐌿𐍃𐌾𐌰𐌽
until	𐌿𐌽𐍄𐌴
kingdom	𐌸𐌹𐌿𐌳𐌰𐌽𐌲𐌰𐍂𐌳𐌹
glory	𐍅𐌿𐌻𐌸𐌿𐍃
lifetime	𐌰𐌹𐍅𐍃
dark	𐍂𐌹𐌵𐌹𐌶𐌴𐌹𐌽𐍃
darkness	𐍂𐌹𐌵𐌹𐍃
alms	𐌰𐍂𐌼𐌰𐌹𐍉
do	𐍄𐌰𐌿𐌾𐌰𐌽
presence	𐌰𐌽𐌳𐍅𐌰𐌹𐍂𐌸𐌹
or	𐌰𐌹𐌸𐌸𐌰𐌿
reward	𐌻𐌰𐌿𐌽
head	𐌷𐌰𐌿𐌱𐌹𐌸
sound	𐌷𐌰𐌿𐍂𐌽𐌾𐌰𐌽
hornist	𐌷𐌰𐌿𐍂𐌽𐌾𐌰
hypocritical	𐌻𐌹𐌿𐍄𐍃
gathering	𐌲𐌰𐌵𐌿𐌼𐌸𐍃
wreathe	𐍅𐌴𐌹𐍀𐌰𐌽
whole	𐌷𐌰𐌹𐌻𐍃
salt	𐍃𐌰𐌻𐍄
market	𐌲𐌰𐍂𐌿𐌽𐍃
elevate	𐌷𐌰𐌿𐌷𐌾𐌰𐌽
reward	𐌼𐌹𐌶𐌳𐍉
centurion	𐌷𐌿𐌽𐌳𐌰𐍆𐌰𐌸𐍃
synagogue	𐍃𐍅𐌽𐌰𐌲𐍉𐌲𐌴
leader	𐍃𐍅𐌽𐌰𐌲𐍉𐌲𐌰𐍆𐌰𐌸𐍃
year	𐌾𐌴𐍂
bridegroom	𐌱𐍂𐌿𐌸𐍆𐌰𐌸𐍃
tribune	𐌸𐌿𐍃𐌿𐌽𐌳𐌹𐍆𐌰𐌸𐍃
stake	𐌲𐌰𐌻𐌲𐌰
folly	𐌳𐍅𐌰𐌻𐌹𐌸𐌰
storm	𐍃𐌺𐌿𐍂𐌰
request	𐌱𐌹𐌳𐌰
wilderness	𐌰𐌿𐌸𐌹𐌳𐌰
deserted	𐌰𐌿𐌸𐌴𐌹𐍃
olive tree	𐌰𐌻𐌴𐍅𐌰𐌱𐌰𐌲𐌼𐍃
oil	𐌰𐌻𐌴𐍅
palm tree	𐍀𐌴𐌹𐌺𐌰𐌱𐌰𐌲𐌼𐍃
sycamine	𐌱𐌰𐌹𐍂𐌰𐌱𐌰𐌲𐌼𐍃
fig tree	𐍃𐌼𐌰𐌺𐌺𐌰𐌱𐌰𐌲𐌼𐍃
fig	𐍃𐌼𐌰𐌺𐌺𐌰
safety	𐍄𐌿𐌻𐌲𐌹𐌸𐌰
steadfast	𐍄𐌿𐌻𐌲𐌿𐍃
incense	𐌸𐍅𐌼𐌹𐌰𐌼𐌰
altar	𐌷𐌿𐌽𐍃𐌻𐌰𐍃𐍄𐌰𐌸𐍃
offering	𐌷𐌿𐌽𐍃𐌻
reinforce	𐍄𐌿𐌻𐌲𐌾𐌰𐌽
priest	𐌲𐌿𐌳𐌾𐌰
scribe	𐌱𐍉𐌺𐌰𐍂𐌴𐌹𐍃
teacher	𐌻𐌰𐌹𐍃𐌰𐍂𐌴𐌹𐍃
teach	𐌻𐌰𐌹𐍃𐌾𐌰𐌽
investigator	𐍃𐍉𐌺𐌰𐍂𐌴𐌹𐍃
seek	𐍃𐍉𐌺𐌾𐌰𐌽
dust	𐍃𐍄𐌿𐌱𐌾𐌿𐍃
my God	𐌷𐌴𐌻𐌴𐌹
my God	𐌰𐌹𐌻𐍉𐌴
multitude	𐍆𐌹𐌻𐌿𐍃𐌽𐌰
stake	𐌷𐌽𐌿𐌸𐍉
sin	𐍆𐍂𐌰𐍅𐌰𐌿𐍂𐌷𐍄𐍃
feast	𐌳𐌿𐌻𐌸𐍃
hate	𐌽𐌴𐌹𐌸
crowd	𐌷𐌰𐌽𐍃𐌰
sexual intercourse	𐌲𐌰𐌻𐌹𐌲𐍂𐌹
singer	𐌻𐌹𐌿𐌸𐌰𐍂𐌴𐌹𐍃
sing	𐌻𐌹𐌿𐌸𐍉𐌽
ell	𐌰𐌻𐌴𐌹𐌽𐌰
wise	𐍆𐍂𐍉𐌸𐍃
thought	𐌲𐌰𐌼𐌹𐍄𐍉𐌽𐍃
sentinel	𐍃𐍀𐌰𐌹𐌺𐌿𐌻𐌰𐍄𐌿𐍂
tetrarch	𐍄𐌰𐌹𐍄𐍂𐌰𐍂𐌺𐌴𐍃
girl	𐌼𐌰𐍅𐌹𐌻𐍉
story	𐍃𐍀𐌹𐌻𐌻
belly	𐌵𐌹𐌸𐌿𐍃
bishop	𐌰𐌹𐍀𐌹𐍃𐌺𐌰𐌿𐍀𐌿𐍃
measure	𐌼𐌹𐍄𐌰𐌸𐍃
world	𐍆𐌰𐌹𐍂𐍈𐌿𐍃
pigeon	𐌰𐌷𐌰𐌺𐍃
turtledove	𐌷𐍂𐌰𐌹𐍅𐌰𐌳𐌿𐌱𐍉
from	𐍆𐌰𐌹𐍂𐍂𐌰𐌸𐍂𐍉
from	𐌾𐌰𐌹𐌽𐌸𐍂𐍉
from	𐌹𐌿𐍀𐌰𐌸𐍂𐍉
above	𐌹𐌿𐍀𐌰
whence	𐍈𐌰𐌸𐍂𐍉
thence	𐌸𐌰𐌸𐍂𐍉
from	𐌳𐌰𐌻𐌰𐌸𐍂𐍉
down	𐌳𐌰𐌻𐌰𐌸
from	𐌰𐌻𐌾𐌰𐌸𐍂𐍉
thief	𐌷𐌻𐌹𐍆𐍄𐌿𐍃
from	𐌰𐌻𐌻𐌰𐌸𐍂𐍉
from	𐌿𐍄𐌰𐌸𐍂𐍉
explanation	𐍃𐌺𐌴𐌹𐍂𐌴𐌹𐌽𐍃
interpret	𐌲𐌰𐍃𐌺𐌴𐌹𐍂𐌾𐌰𐌽
amazing	𐍃𐌹𐌻𐌳𐌰𐌻𐌴𐌹𐌺𐍃
once	𐍃𐌹𐌼𐌻𐌴
bond	𐌺𐌰𐍅𐍄𐍃𐌾𐍉
judgment	𐍃𐍄𐌰𐌿𐌰
adversary	𐌰𐌽𐌳𐌰𐍃𐍄𐌰𐌿𐌰
judge	𐍃𐍄𐌰𐌿𐌰𐍃𐍄𐍉𐌻𐍃
prejudice	𐍆𐌰𐌿𐍂𐌳𐍉𐌼𐌴𐌹𐌽𐍃
glorious	𐌷𐍂𐍉𐌸𐌴𐌹𐌲𐍃
neighbour	𐌽𐌴𐍈𐌿𐌽𐌳𐌾𐌰
approach	𐌽𐌴𐍈𐌾𐌰𐌽
sack	𐍃𐌰𐌺𐌺𐌿𐍃
Friday	𐍀𐌰𐍂𐌰𐍃𐌺𐌰𐌹𐍅𐌴
Saturday	𐍃𐌰𐌱𐌱𐌰𐍄𐍉
Goths	𐌲𐌿𐍄𐌸𐌹𐌿𐌳𐌰
mild	𐍃𐌿𐍄𐌹𐍃
lust	𐌻𐌿𐍃𐍄𐌿𐍃
tooth	𐍄𐌿𐌽𐌸𐌿𐍃
hair	𐍃𐌺𐌿𐍆𐍄
dominion	𐍂𐌴𐌹𐌺𐌹
mercy	𐌰𐍂𐌼𐌰𐌷𐌰𐌹𐍂𐍄𐌴𐌹
merciful	𐌰𐍂𐌼𐌰𐌷𐌰𐌹𐍂𐍄𐍃
dance	𐍀𐌻𐌹𐌽𐍃𐌾𐌰𐌽
cry	𐌵𐌰𐌹𐌽𐍉𐌽
gospel	𐌰𐌹𐍅𐌰𐌲𐌲𐌴𐌻𐌾𐍉
evangelist	𐌰𐌹𐍅𐌰𐌲𐌲𐌴𐌻𐌹𐍃𐍄𐌰
preach	𐌰𐌹𐍅𐌰𐌲𐌲𐌴𐌻𐌾𐌰𐌽
pound	𐍀𐌿𐌽𐌳
balm	𐌱𐌰𐌻𐍃𐌰𐌽
linen	𐍃𐌰𐌱𐌰𐌽
trade	𐌺𐌰𐌿𐍀𐍉𐌽
purple	𐍀𐌰𐌿𐍂𐍀𐌿𐍂𐌰
dead	𐌳𐌰𐌿𐌸𐍃
purple	𐍀𐌰𐌿𐍂𐍀𐌿𐍂𐍉𐌸𐍃
relationship	𐍃𐌹𐌱𐌾𐌰
crown	𐍅𐌹𐍀𐌾𐌰
kinsman	𐌽𐌹𐌸𐌾𐌹𐍃
pasture	𐍅𐌹𐌽𐌾𐌰
persecution	𐍅𐍂𐌰𐌺𐌾𐌰
persecute	𐍅𐍂𐌰𐌺𐌾𐌰𐌽
suffering	𐍅𐌿𐌽𐌽𐍃
suffer	𐍅𐌹𐌽𐌽𐌰𐌽
wound	𐌱𐌰𐌽𐌾𐌰
wrestling	𐌱𐍂𐌰𐌺𐌾𐌰
adoption	𐍆𐍂𐌰𐍃𐍄𐌹𐍃𐌹𐌱𐌾𐌰
child	𐍆𐍂𐌰𐍃𐍄𐍃
face	𐌻𐌿𐌳𐌾𐌰
tile	𐍃𐌺𐌰𐌻𐌾𐌰
rod	𐍅𐌰𐌽𐌳𐌿𐍃
copper	𐌰𐍃𐍃𐌰𐍂𐌾𐌿𐍃
uncia	𐌿𐌽𐌺𐌾𐌰
drachma	𐌳𐍂𐌰𐌺𐌼𐌰
type	𐍃𐌺𐌹𐌻𐌻𐌹𐌲𐌲𐍃
lake	𐍃𐌰𐌹𐍅𐍃
temple	𐌲𐌿𐌳𐌷𐌿𐍃
house	𐍂𐌰𐌶𐌽
evil	𐌿𐌽𐍃𐌴𐌻𐌴𐌹
evil	𐌿𐌽𐍃𐌴𐌻𐍃
-th	-𐌴𐌹
heiress	𐌰𐍂𐌱𐌾𐍉
heir	𐌰𐍂𐌱𐌹𐌽𐌿𐌼𐌾𐌰
plough	𐌰𐍂𐌾𐌰𐌽
adultery	𐌷𐍉𐍂𐌹𐌽𐌰𐍃𐍃𐌿𐍃
calf	𐍃𐍄𐌹𐌿𐍂
sheep	𐌻𐌰𐌼𐌱
congregation	𐌲𐌰𐌼𐌰𐌹𐌽𐌸𐍃
double	𐌳𐌰𐌿𐍂𐍉𐌽𐍃
save	𐌽𐌰𐍃𐌾𐌰𐌽
lamb	𐍅𐌹𐌸𐍂𐌿𐍃
honored	𐍃𐍅𐌴𐍂𐍃
honour	𐍃𐍅𐌴𐍂𐌰𐌽
barbarian	𐌱𐌰𐍂𐌱𐌰𐍂𐌿𐍃
earthen	𐌰𐌹𐍂𐌸𐌴𐌹𐌽𐍃
eternal	𐌰𐌹𐍅𐌴𐌹𐌽𐍃
ever	𐌰𐌹𐍅
angry	𐌸𐍅𐌰𐌹𐍂𐌷𐍃
way	𐍃𐍄𐌰𐌹𐌲𐌰
bramble	𐌰𐌹𐍈𐌰𐍄𐌿𐌽𐌳𐌹
grasshopper	𐌸𐍂𐌰𐌼𐍃𐍄𐌴𐌹
Agustau	𐌰𐌲𐌿𐍃𐍄𐌰𐌿
bishopric	𐌰𐌹𐍀𐌹𐍃𐌺𐌰𐌿𐍀𐌴𐌹
false	𐌲𐌰𐌻𐌹𐌿𐌲𐌰𐌱𐍂𐍉𐌸𐌰𐍂
victory	𐍃𐌹𐌲𐌹𐍃
prize	𐍃𐌹𐌲𐌹𐍃𐌻𐌰𐌿𐌽
suddenly	𐌰𐌽𐌰𐌺𐍃
securely	𐌰𐍂𐌽𐌹𐌱𐌰
fourteen	𐍆𐌹𐌳𐍅𐍉𐍂𐍄𐌰𐌹𐌷𐌿𐌽
fifteen	𐍆𐌹𐌼𐍆𐍄𐌰𐌹𐌷𐌿𐌽
appearance	𐌷𐌹𐍅𐌹
out-	𐌿𐍃-
usury	𐍅𐍉𐌺𐍂𐍃
hunger	𐌷𐌿𐌷𐍂𐌿𐍃
land	𐌲𐌰𐍅𐌹
grape	𐍅𐌴𐌹𐌽𐌰𐌱𐌰𐍃𐌹
coal	𐌷𐌰𐌿𐍂𐌹
trouble	𐌰𐌲𐌻𐍉
apostleship	𐌰𐍀𐌰𐌿𐍃𐍄𐌰𐌿𐌻𐌴𐌹
harvest	𐌰𐍃𐌰𐌽𐍃
face	𐍅𐌻𐌹𐍄𐍃
hell	𐌷𐌰𐌻𐌾𐌰
hungry	𐌲𐍂𐌴𐌳𐌰𐌲𐍃
mountain	𐍆𐌰𐌹𐍂𐌲𐌿𐌽𐌹
gift	𐌰𐌹𐌱𐍂
possessed	𐌳𐌰𐌹𐌼𐍉𐌽𐌰𐍂𐌴𐌹𐍃
wisdom	𐍆𐍂𐍉𐌳𐌴𐌹
size	𐍅𐌰𐌷𐍃𐍄𐌿𐍃
dear	𐌻𐌹𐌿𐍆𐍃
-like	-𐌻𐌴𐌹𐌺𐍃
lovely	𐌻𐌹𐌿𐌱𐌰𐌻𐌴𐌹𐌺𐍃
net	𐌽𐌰𐍄𐌹
joint	𐌲𐌰𐍅𐌹𐍃𐍃
commandment	𐌰𐌽𐌰𐌱𐌿𐍃𐌽𐍃
grief	𐌲𐌰𐌿𐍂𐌹𐌸𐌰
sorrow	𐌲𐌰𐌿𐍂𐌴𐌹
lack	𐌲𐌰𐌹𐌳𐍅
scabbard	𐍆𐍉𐌳𐍂
Tabernacles	𐌷𐌻𐌴𐌸𐍂𐌰𐍃𐍄𐌰𐌺𐌴𐌹𐌽𐍃
hut	𐌷𐌻𐌴𐌹𐌸𐍂𐌰
Easter	𐍀𐌰𐍃𐌺𐌰
obedience	𐌿𐍆𐌷𐌰𐌿𐍃𐌴𐌹𐌽𐍃
thought	𐌼𐌹𐍄𐍉𐌽𐍃
warfare	𐌳𐍂𐌰𐌿𐌷𐍄𐌹𐌽𐌰𐍃𐍃𐌿𐍃
free	𐍆𐍂𐌴𐌹𐍃
new	𐌽𐌹𐌿𐌾𐌹𐍃
work	𐍅𐌰𐌿𐍂𐍃𐍄𐍅
act	𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌴𐌹
worker	𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌾𐌰
effective	𐍅𐌰𐌿𐍂𐍃𐍄𐍅𐌴𐌹𐌲𐍃
fornication	𐌺𐌰𐌻𐌺𐌹𐌽𐌰𐍃𐍃𐌿𐍃
theft	𐌸𐌹𐌿𐌱𐌹
covetousness	𐍆𐌰𐌹𐌷𐌿𐍆𐍂𐌹𐌺𐌴𐌹
secretly	𐌸𐌹𐌿𐌱𐌾𐍉
covetous	𐍆𐌰𐌹𐌷𐌿𐍆𐍂𐌹𐌺𐍃
deceit	𐌻𐌹𐌿𐍄𐌴𐌹
slaughter	𐍃𐌻𐌰𐌿𐌷𐍄𐍃
fornication	𐌰𐌲𐌻𐌰𐌹𐍄𐌴𐌹
augō	𐌰𐌿𐌲𐍉 𐌿𐌽𐍃𐌴𐌻
proud	𐌷𐌰𐌿𐌷𐌷𐌰𐌹𐍂𐍄𐍃
pride	𐌷𐌰𐌿𐌷𐌷𐌰𐌹𐍂𐍄𐌴𐌹
high	𐌷𐌰𐌿𐌷𐍃
higher	𐌷𐌰𐌿𐌷𐌹𐍃
highest	𐌷𐌰𐌿𐌷𐌹𐍃𐍄𐍃
highly	𐌷𐌰𐌿𐌷𐌰𐌱𐌰
ignorance	𐌿𐌽𐍅𐌹𐍄𐌹
crumb	𐌳𐍂𐌰𐌿𐌷𐍃𐌽𐌰
door	𐌷𐌰𐌿𐍂𐌳𐍃
jar	𐌺𐌰𐍃
honour	𐍃𐍅𐌴𐍂𐌹𐌸𐌰
fetter	𐌺𐌿𐌽𐌰𐍅𐌹𐌳𐌰
sickle	𐌲𐌹𐌻𐌸𐌰
herd	𐌷𐌰𐌹𐍂𐌳𐌰
meekness	𐌵𐌰𐌹𐍂𐍂𐌴𐌹
snare	𐍅𐍂𐌿𐌲𐌲𐍉
immortality	𐌿𐌽𐌳𐌹𐍅𐌰𐌽𐌴𐌹
limb	𐌻𐌹𐌸𐌿𐍃
tumult	𐌰𐌿𐌷𐌾𐍉𐌳𐌿𐍃
worship	𐌱𐌻𐍉𐍄𐌹𐌽𐌰𐍃𐍃𐌿𐍃
patience	𐍃𐍄𐌹𐍅𐌹𐍄𐌹
greatest	𐍂𐌴𐌹𐌺𐌹𐍃𐍄𐍃
worthily	𐍅𐌰𐌹𐍂𐌸𐌰𐌱𐌰
fat	𐍃𐌼𐌰𐌹𐍂𐌸𐍂
red	𐍂𐌰𐌿𐌸𐍃
thanksgiving	𐌰𐌹𐍅𐍇𐌰𐍂𐌹𐍃𐍄𐌹𐌰
