August	august
biology	biológia
per mille	promile
married	ženatý
ankle	členok
belly	brucho
krídel	krídlo
nail	necht
meat	mäso
thought	myšlienka
laughter	smiech
will	vôľa
work	dielo
part	časť
measurement	meranie
court	súd
sap	miazga
thorn	tŕň
branch	vetva
trunk	peň
free	slobodný
branch	konár
surname	priezvisko
system	sústava
bilberry	čučoriedka
platypus	vtákopysk
vtáci	vták
sepsis	sepsa
cardiology	kardiológia
thirsty	smädný
thirst	smäd
cytoplasm	cytoplazma
blockade	blokáda
goodbye	dovidenia
cat	kocúr
kiss	bozkať
bottle	fľaša
way	spôsob
werewolf	vlkolak
origin	pôvod
animal	zviera
angel	anjel
capillary	vlásočnica
noun	podstatné meno
adjective	prídavné meno
pronoun	zámeno
adverb	príslovka
preposition	predložka
particle	častica
abbreviation	skratka
Hebrew	hebrejčina
badminton	bedminton
ticket	vstupenka
sleep	spať
meteorite	meteorit
quail	prepelica
defenseless	bezbranný
anarchism	anarchizmus
dumbbell	činka
nickel	nikel
if	či
vein	žila
task	úloha
horrible	hrozný
sewer	stoka
urinary	močový
-graphy	-grafia
double	dvojitý
real estate	nehnuteľnosť
agriculture	poľnohospodárstvo
characteristic	charakteristika
black hole	čierna diera
actinium	aktínium
hippopotamus	hroch
worse	horší
deadly	smrtonosný
event horizon	horizont udalostí
given name Ján	Jano
widower	vdovec
legless	beznohý
capitalist	kapitalistický
thousandth	tisícina
Bautzen	Budyšín
razorblade	žiletka
cripple	mrzák
bassist	basistka
Moses	Mojžíš
railroad	železnica
altar	oltár
-logy	-lógia
Baroque	barok
Holland	Holandsko
dowry	veno
sandbox	pieskovisko
projection	rožok
filling	plomba
design	dizajn
dynamite	dynamit
Beskids	Beskydy
casino	kasíno
sister	sestrin
user	používateľ
user	užívateľ
Artemisia	palina
hop	chmeľ
hooligan	chuligán
ambivalence	ambivalencia
she-bear	medvedica
site map	mapa stránok
tongue-twister	jazykolam
fascism	fašizmus
hormone	hormón
censorship	cenzúra
chalet	koliba
stupid	sprostý
Pharisee	farizej
diarrhea	sračka
metamorphism	metamorfóza
church	cirkev
cultivated	kultivovaný
pine	borovicový
pathological	chorobný
virgin	panenský
communist	komunistický
-ful	-ný
electropositive	-ičitý
electropositive	-ový
Dane	Dánka
banker	bankár
moneybags	boháč
superlative	naj-
protactinium	protaktínium
Vistula	Visla
stained glass	vitráž
cupola	kupola
pod	struk
polonium	polónium
botanically	botanicky
rain	dážď
partnership	partnerstvo
gadolinium	gadolínium
lioness	levica
promethium	prométium
rainbow	dúha
aerodynamic	aerodynamický
foreskin	predkožka
lukewarm	vlažný
confirmation	konfirmácia
given name Lívia	Liva
slnečný vietor	slnečný vietor
slnečný vietor	slnečný
wind	vietor
biathlon	biatlon
prosody	prozódia
cukrová trstina	cukrová trstina
spot	škvrna
deletion	škrt
biotite	biotit
great-grandfather	praded
sportsman	borec
cytological	cytologický
fundamental interaction	základná interakcia
weak interaction	slabá interakcia
electromagnetic interaction	elektromagnetická interakcia
strong interaction	silná interakcia
gravitational interaction	gravitačná interakcia
large collectivised farm	JRD
bisexuality	bisexualita
heterosexuality	heterosexualita
homosexuality	homosexualita
sexual orientation	sexuálna orientácia
ballistic	balistický
USSR	ZSSR
borscht	boršč
tourism	turizmus
equally	jednako
Albanian	albánčina
Armenian	arménčina
Belarusian	bieloruština
Icelandic	islandčina
Arabic	arabčina
Ukrainian	ukrajinčina
Japanese	japončina
Korean	kórejčina
Tibetan	tibetčina
Swahili	svahilčina
Mary	Mária
Comecon	RVHP
thorium	tórium
neptunium	neptúnium
pharmacology	farmakológia
pathogen	patogén
Christadelphian	kristadelfián
europium	európium
acupuncture	akupunktúra
painter	maliar
dermatology	dermatológia
bauxite	bauxit
ornithology	ornitológia
paleontology	paleontológia
radium	rádium
terminology	terminológia
antagonism	antagonizmus
anemia	anémia
anthology	antológia
alpinism	alpinizmus
technology	technológia
autonomy	autonómia
individualism	individualizmus
imperialism	imperializmus
formalism	formalizmus
Americanism	amerikanizmus
anglicism	anglicizmus
atavism	atavizmus
centralism	centralizmus
dadaism	dadaizmus
dogmatism	dogmatizmus
dualism	dualizmus
egocentrism	egocentrizmus
futurism	futurizmus
hedonism	hedonizmus
colonialism	kolonializmus
conformism	konformizmus
conservativism	konzervativizmus
child	dieťa
louse	voš
fruit	ovocie
rope	povraz
tail	chvost
guts	vnútornosti
back	chrbát
breast	prsia
sun	slnko
stone	kameň
sand	piesok
title	názov
drink	piť
eat	jesť
bite	hrýzť
suck	sať
spit	pľuť
vomit	vracať
blow	fúkať
blow	viať
breathe	dýchať
laugh	smiať sa
see	vidieť
hear	počuť
know	vedieť
know	poznať
think	myslieť
smell	čuchať
fear	báť sa
live	žiť
die	umrieť
die	zomrieť
fight	bojovať
hunt	loviť
hit	udrieť
cut	rezať
split	rozdeliť
stab	bodnúť
scratch	škriabať
dig	kopať
swim	plávať
concrete verb	letieť
go	ísť
walk	kráčať
prichádzať	prísť
Faroe Islands	Faerské ostrovy
Leninism	leninizmus
patriotism	patriotizmus
decadence	dekadencia
hierarchy	hierarchia
nationalism	nacionalizmus
agent noun	-ec
thulium	túlium
iridium	irídium
ferry	trajekt
ill	chorý
brave	chrabrý
field	roľa
thing	vec
elephant	sloní
drum	bubon
repulsive	odporný
apple	jablkový
lungs	pľúca
historical	historický
Montenegro	Čierna Hora
Georgia	Gruzínsko
Macedonia	Macedónsko
Switzerland	Švajčiarsko
white	biely
measure twice and cut once	dvakrát meraj, raz strihaj
unscrupulous	bezcharakterný
touching	dojemný
farandole	farandola
East Timor	Východný Timor
honeycomb	plást
pornographic	pornografický
subject	podmet
lobster	homár
Hawaii	Havaj
saxophonist	saxofonistka
Hungarian	Maďarka
altruistic	altruistický
architect	architektka
avocado	avokádo
Faroese	faerský
Bangladeshi	Bangladéšan
Chechen	čečenský
black	černoch
chronological	chronologický
monotheistic	monoteistický
Nazi	nacista
Nazi	nacistický
nationalist	nacionalistický
pattypan	patizón
shogun	šógun
acrobatic	akrobatický
chihuahua	čivava
bagpipes	gajdy
chirality	chiralita
chimera	chiméra
crib	krmelec
vandalism	vandalizmus
shoe	topánka
psychology	psychológia
Leviticus	Levitikus
black	čierny
autumn	jeseň
week	týždeň
uraninite	uraninit
without	bezo
I have a question	mám otázku
Rubia	marena
dependency	dŕžava
because	pretože
dead	mŕtvy
ejaculation	ejakulácia
newsboy	kamelot
lyre	lýra
electricity	elektrika
hostí	hosť
ring	prsteň
Olomouc	olomoucký
Moravian	moravský
Ukrainian	ukrajinský
Phoenicia	Fenícia
great-grandmother	prababička
valerian	baldrián
first	prvý
minute	minúta
deer	jeleň
fast	rýchly
strange	cudzí
thousandth	tisíci
tomorrow	zajtra
why	prečo
frontier	méta
Finnish	fínsky
Norwegian	nórsky
acute accent	dĺžeň
last	posledný
handful	hrsť
lie	lož
ľsti	lesť
sly	ľstivý
vulpine	lišiacky
fox	líška
main	hlavný
oystercatcher	lastúrničiar
length	dĺžka
honor	česť
handful	hŕstka
pilot whale	grinda
foal	žriebä
tenth	desiaty
eighth	ôsmy
angstrom	angström
report card	vysvedčenie
column	stĺp
basket	kôš
owlet	sôvä
ruksaka	ruksak
črepa	črep
drawer	priečinok
princess	princezná
sun	slnce
bridge	mostík
lečí	lečo
depot	depo
bovine	hovädzí
kĺba	kĺb
sŕňatá	sŕňa
colleague	kolegyňa
Turk	Turkyňa
chairman	predseda
Finn	Fín
airport	letisko
telce	teľa
dignified	dôstojný
light	ľahký
thornbush	tŕnie
shower	spŕška
university	univerzitný
fat	tlstý
soft	mäkký
gum	ďasno
narrow	úzky
century	storočie
territory	územie
movement	hnutie
hawk	jastrab
corpse	mŕtvola
short	krátky
skill	schopnosť
low	nízky
heavy	ťažký
pupil	žiak
teacher	učiteľ
teacher	učiteľka
weather	počasie
want	chcieť
leg	nôžka
mercury	ortuť
mountain	hôrka
soap	mydlo
desert	púšť
song	pieseň
bank	breh
wolf cub	vĺča
she-wolf	vlčica
springald	junák
room	chyža
Austrian	rakúsky
thank	ďakovať
millisecond	milisekunda
Christmas	Vianoce
jackboot	čižma
yeast	kvasnice
price list	cenník
diary	denník
Faroese	Faerčan
scar	jazva
breakfast	fruštik
saga	sága
krúžka	krúžok
cock	kohút
plate	tanier
between	medzi
also	tiež
name day	meniny
birthday	narodeniny
homeland	vlasť
green woodpecker	žlna
cross	kríž
search	hľadať
crisis	kríza
jahňatá	jahňa
goddess	bohyňa
helicopter	vrtuľník
clothing	oblečenie
pancake	palacinka
priest	kňaz
son-in-law	zať
colostrum	mledzivo
Chinese	čínsky
bon appétit	dobrú chuť
innumerable	nesčíselný
gorgeous	nádherný
pope	pápež
brown	hnedý
holy	svätý
John	Ján
wire	drôt
sauce	omáčka
father	otcov
medicine	liek
acetate	acetát
chaotic	chaotický
toxic	toxický
pasture	pastvina
miraculous	zázračný
mayonnaise	majonéza
goldfinch	stehlík
diphthong	dvojhláska
acoustic	akustický
accomplice	komplic
cop	policajt
ugly	hnusný
Greek	Grék
Greek	Grékyňa
Greek	grécky
south	južný
kvapák	kvapka
-níkovi	-ník
bile	žlč
yolk	žĺtok
yearly	ročný
den	brloh
orange	pomaranč
write	písať
mine	baňa
mother	matkin
judge	sudca
yttrium	ytrium
Iris	Íris
Scipio	Scípio
Xenophon	Xenofón
rôčiku	rôčik
Isis	Izis
heifer	jalovica
inhabitant	obyvateľ
bathometer	hĺbkomer
help	pomôcť
Polabian	polabčina
pleasure	rozkoš
László	Laco
silver	striebro
which	ktorý
X-ray	röntgenovať
X-ray	zröntgenovať
Roman	rímsky
mixture	zmes
housewife	gazdiná
apple	jablčný
Habakkuk	Habakuk
mollusc	mäkkýš
casket	škatuľa
distil	destilát
jellyfish	medúza
wretched	úbohý
beat	tepať
mane	hriva
interpreter	tlmač
translator	tlmočník
business	záležitosť
anus	riť
jump rope	švihadlo
guitarist	gitarista
tuft	trs
maligner	nactiutŕhač
beat	tĺcť
adder	užovka
jungle	džungľa
sound	hlahol
amber	jantár
kneecap	jabĺčko
read	čítať
Váh	Žilina
Trnávka	Trnava
city	Prievidza
Váh	Piešťany
Váh	Ružomberok
old man	starec
lowest	najnižší
semicolon	bodkočiarka
horseradish	chren
smoking	fajčenie
smoke	fajčiť
smoker	fajčiar
gúľ	guľa
ash tree	jaseň
shirt	košeľa
elbow	lakeť
scissors	nožnice
rectangle	obdĺžnik
tomato	paradajka
fist	päsť
tomato	rajčina
engine	rušeň
engine	lokomotíva
cup	šálka
cinnamon	škorica
lark	škovránok
bedroom	spálňa
full moon	spln
bathtub	vaňa
potato	zemiak
icicle	cencúľ
graveyard	cintorín
handkerchief	vreckovka
château	kaštieľ
button	gombík
really	naozaj
real	ozajstný
including	vrátane
although	hoci
offer	ponuka
demand	dopyt
dog	dunčo
funnel	lievik
rubber stamp	pečiatka
mason	murár
flock	kŕdeľ
ladybird	lienka
tortoise	korytnačka
kohlrabi	kaleráb
stun	ohúriť
until now	doteraz
until now	dosiaľ
nettle	pŕhľava
nettle	žihľava
kidney	oblička
kidney	ľadvina
tadpole	žubrienka
whey	srvátka
sheep	ovčí
whey	žinčica
despair	beznádej
bicycle	bicykel
security	bezpečnosť
wizard	bosorák
flu	chrípka
cockchafer	chrúst
astronómi	astronóm
astronomy	astronómia
architecture	architektúra
braggart	chvastúň
chameleon	chameleón
poet	básnik
any	akýkoľvek
or	alebo
crate	debna
crate	bedňa
concrete	betón
thistle	bodliak
pain	bolesť
hair	chlp
peach	broskyňa
clitoris	dráždec
colon	dvojbodka
torch	fakľa
bean	fazuľa
collar	golier
electricity	elektrina
goal	cieľ
cóly	cól
virtue	cnosť
devil	diabol
gander	gunár
diarrhea	hnačka
silk	hodváb
playground	ihrisko
partridge	jarabica
barber	kaderníčka
barber	kaderník
whip	korbáč
tailor	krajčír
crocodile	krokodíl
cuckoo	kukučka
chick	kurča
concrete verb	niesť
go	chodiť
abstract verb	behať
run	bežať
bearded	bradatý
plow	radlo
society	spoločnosť
case	prípad
result	výsledok
as	lebo
competition	súťaž
gain	získať
find	nájsť
when	keď
work	práca
state	štát
situation	situácia
European	európsky
almost	takmer
information	informácia
can	môcť
must	musieť
some	niektorý
change	zmena
area	oblasť
decide	rozhodnúť
sell	predať
buy	kúpiť
play	hrať
action	akcia
office	úrad
belong	patriť
next	ďalší
tell	povedať
according to	podľa
still	ešte
other	iný
period	obdobie
except	okrem
more	viac
for example	napríklad
all	všetok
give	dať
take	vziať
something	niečo
possibility	možnosť
get	dostať
certain	istý
start	začať
end	končiť
what	aký
such	taký
domestic	domáci
happen	stať
own	vlastný
meeting	stretnutie
meet	stretnúť
do	urobiť
during	počas
right now	práve
such	takýto
always	stále
financial	finančný
condition	podmienka
space	priestor
wait	čakať
despite	napriek
important	dôležitý
beginning	začiatok
while	chvíľa
contemporary	súčasný
majority	väčšina
stand	stáť
basic	základný
national	národný
contract	zmluva
social	sociálny
third	tretí
continue	pokračovať
need	potrebovať
inform	informovať
environment	prostredie
decision	rozhodnutie
victory	víťazstvo
future	budúci
necessary	potrebný
certainly	určite
international	medzinárodný
public	verejný
private	súkromný
return	vrátiť
prove	dokázať
mean	znamenať
activity	činnosť
look	pohľad
director	riaditeľ
world	svetový
only	nielen
someone	niekto
no one	nikto
pay	platiť
then	vtedy
curry	karí
highest	najvyšší
carbonic	uholnatý
fluorine	fluór
magnesium	horčík
silicon	kremík
calcium	vápnik
vanadium	vanád
gallium	gálium
selenium	selén
krypton	kryptón
zirconium	zirkónium
niobium	niób
molybdenum	molybdén
palladium	paládium
antimony	antimón
tellurium	telúr
praseodymium	prazeodým
neodymium	neodým
samarium	samárium
dysprosium	dysprózium
ytterbium	yterbium
thallium	tálium
astatine	astát
instep	priehlavok
nocturnal	nočný
pain	bôľ
ventriloquist	bruchomluvec
camomile	rumanček
camomile	harmanček
tocopherol	tokoferol
accusative case	akuzatív
husieľ	husle
abandon	opúšťať
abandon	opustiť
allegedly	vraj
toilet	hajzel
evaluate	vyhodnotiť
assess	zhodnotiť
gratefulness	vďaka
gratefulness	vďačnosť
maize	kukurica
-er	-teľ
holúbätá	holúbä
pigeon	holubí
swallow	glg
a lot	hŕba
villus	klk
cramp	kŕč
feed	krm
mrlí	mrľa
sooner	prv
delay	sklz
bolide	bolid
whirlwind	smršť
hair	srsť
nail	stĺcť
stroke	strk
edge	šmrnc
climbing	šplh
swot	šprt
quarter	štvrť
stamper	tĺk
reed	trsť
fort	tvrdza
oriole	vlha
fish	vrš
hammer	vtĺcť
yellow	žlť
pole	žrď
door handle	kľuka
mean	protivný
bag	vrece
pocket	vrecko
whining	ufňukaný
contradict	protirečiť
suddenly	znezrady
still	naďalej
gloomy	zachmúrený
next to	vedľa
coating	náter
icebreaker	ľadoborec
driving	hybný
ironic	ironický
swipe	žbrnda
difficult	obtiažny
difficult	obťažný
hold	držať
sídel	sídlo
pull	tiahnuť
push	tlačiť
spine	chrbtica
milk	mliečny
heel	päta
langos	lángoš
-ýň	-yňa
microsecond	mikrosekunda
this evening	večes
dialect	nárečie
divergence	divergencia
opinion	návrhy
summer	letný
Darwinist	darvinista
wilt	vädnúť
while	kým
that	henten
over there	hentam
over there	tamhľa
none	žiadny
none	žiaden
none	nijaký
male goat meat	capina
comrade	súdruh
rumour	chýr
ditch	jarok
maternal	materský
daily	denný
Faroese	Faerčanka
walk	vychádzka
event	podujatie
but	lenže
onion	cibuľa
kingdom	kráľovstvo
gýča	gýč
motorway	diaľnica
later	neskôr
influence	vplyv
hat	klobúk
empty	prázdny
me	mňa
conscience	svedomie
Black Sea	Čierne more
feed	kŕmiť
blackberry	černica
tram	električka
nail	klinec
wedding	sobáš
father-in-law	svokor
country	vidiek
pillow	vankúš
fried bread	hrianka
pepper	korenie
listen	počúvať
tell	vravieť
do	spraviť
behave	správať
pork	bravčové
dick	pipík
lipstick	rúž
pee	cikať
puppet	bábka
buttermilk	cmar
earthworm	dážďovka
tanner	garbiar
dahlia	georgína
soon	čoskoro
miner	baník
dojčatá	dojča
clover	ďatelina
colchicum	jesienka
gospel	evanjelium
chicken	sliepka
hen	pipka
bracket	zátvorka
chewing gum	žuvačka
asparagus	špargľa
rattlesnake	štrkáč
tehál	tehla
viper	vretenica
zander	zubáč
pepperwort	žerucha
spin dryer	žmýkačka
printing	tlač
press conference	tlačovka
press conference	tlačová konferencia
anemone	veternica
rural	vidiecky
auricle	ušnica
stopper	štopeľ
lot	žreb
scorpion	šťúr
scorpion	škorpión
braid	vrkoč
wish	želanie
wish	želať
roux	zápražka
lend	požičať
backpack	plecniak
lid	pokrievka
hurry	ponáhľať
shoulder	plece
dentist	zubár
Dutch	holandsky
conspiracy theory	konšpiračná teória
Tigrinya language	tigriňa
diet	diéta
lilac	orgován
unfortunately	bohužiaľ
Cygnus	Labuť
hymen	panenská blana
phoneme	fonéma
excuse	prepáčiť
Croatian studies	chorvatistika
envy	závisť
fisher	rybár
food	potravina
moth	moľ
mill	mlyn
worker	robotník
poultry	hydina
splinter	íver
skate	korčuľovať
glasses	okuliare
potato beetle	pásavka
divorce	rozsobáš
bow	sláčik
garbage man	smetiar
larch	smrekovec
plantain	skorocel
count	rátať
oxeye daisy	margarétka
dripstone	kvapeľ
lovage	ligurček
Indian cobra	okuliarnik
ruminant	prežúvavec
primrose	prvosienka
python	pytón
spoiled	rozmaznaný
spoil	rozmaznať
clean	upratať
beautiful	utešený
bored	zunovaný
bore	zunovať
wish	žičiť
hamster	škrečok
hamster	chrček
mother-in-law	svokra
nickname	prezývka
race	preteky
racer	pretekár
wig	parochňa
tapeworm	pásomnica
perch	ostriež
forget-me-not	nezábudka
cornflower	nevädza
ant	mravec
butcher	mäsiar
ray	lúč
crustacean	kôrovec
stone	kôstka
cage	klietka
oxeye daisy	margaréta
hot	horúci
heat	horúčava
crisp	chrumkavý
blot	machuľa
bivalve mollusk	lastúrnik
limp	krívať
curly	kučeravý
croak	kŕkať
mantis	modlivka
turkey	morka
male sailor	moriak
odd	nepárny
even	párny
ungulate	nepárnokopytník
ungulate	párnokopytník
breakfast	naraňajkovať
breakfast	raňajkovať
urgent	súrny
urgent	urgentný
inaudible	nečujný
audible	čujný
questionable	otázny
forget	zabudnúť
meanwhile	zatiaľ
light	zažať
nettle	pŕhľavka
dandelion	púpava
force	primusieť
force	prinútiť
same	rovnaký
pansy	sirôtka
screwdriver	skrutkovač
screw	skrutkovať
bolt	skrutka
thirsty	smädiť
sober	triezvy
drunk	opitý
chew	žuvať
refugee	utečenec
guard	strážiť
care	starostlivosť
licorice	lekorica
handier	handra
hornbeam	hrab
blood sausage	krvavnica
sausage	jaternica
lose weight	chudnúť
poor	chudobný
buttercup	iskerník
glitter	ligotať
slander	ohovárať
deceive	okabátiť
mining	baníctvo
China	Číňanka
aeroplane	lietadlo
yes	áno
twelve	dvanásť
thirteen	trinásť
fourteen	štrnásť
fifteen	pätnásť
twenty	dvadsať
mirror	zrkadlo
animal	živočích
Faroese	faerčina
co-	sú-
know	znať
juice	džús
afternoon	popoludnie
afternoon	odpoludnie
much	veľa
European Union	Európska únia
journalist	žurnalistka
love	milovať
speculation	špekulácia
yet	predsa
potty	nočník
Asia	Ázia
crown	temeno
as far as	nakoľko
that is	čiže
armpit	pazucha
palsy	obrna
spoon	lyžica
poor man	chudák
beautiful	šumný
abstract verb	nosiť
abstract verb	lietať
abstract verb	vodiť
concrete verb	viesť
concrete verb	viezť
abstract verb	voziť
fuck	jebačka
arrival	príchod
noodles	rezance
lose weight	schudnúť
traffic	premávka
legume	strukovina
digestive	tráviaci
deserter	ubehlík
žemieľ	žemľa
egotistical	márnomyseľný
runny nose	nádcha
stone fruit	kôstkovina
let alone	tobôž
while	pokým
bullshit	pičovina
nonsense	nezmysel
bullshit	chujovina
bullshit	hovädina
bath	kúpeľ
vtáčika	vtáčik
obláčika	obláčik
nováčika	nováčik
potôčika	potôčik
zajačika	zajačik
mráčika	mráčik
fliačka	fliačik
charm	čaro
crush	drviť
Sudeten	sudetský
shell	škrupina
synáčika	synáčik
lizard	jašterica
café	kaviareň
flame	plameň
soup	polievka
cap	čiapka
headscarf	šatka
old woman	starena
dad	otecko
stream	riečka
pond	jazierko
roof	strecha
telephone	telefón
understand	rozumieť
analogy	analógia
stomach	žalúdok
given name Gabriel	Gabo
library	knižnica
cave	jaskyňa
Danubian	dunajský
Silesia	Sliezsko
rut	koľaj
ideology	ideológia
rest	zvyšok
something	dačo
remaining	zvyšný
bioluminescence	bioluminiscencia
darn	dofrasa
darn	doparoma
football	futbal
Malay	malajčina
abbot	opát
embolism	embólia
predicate	prísudok
coin	minca
theology	teológia
constipation	zápcha
aragonite	aragonit
fart	prdieť
money	lóve
candle	svieca
donkey	osol
doctor	lekár
nineteen	devätnásť
eighteen	osemnásť
seventeen	sedemnásť
sixteen	šestnásť
strange	čudný
middle finger	stredník
Asian	ázijský
given name Justína	Justa
given name Drahomíra	Draha
given name Ľubica	Ľuba
given name Branislav	Braňo
Jaroslav	Jaro
given name	krstné meno
given name Pavol	Paľo
given name Jozef	Jožo
given name	Ľudo
given name Božidara	Božica
given name	Ľubo
given name	Drahoš
given name Branislava	Braňa
given name Dobroslava	Dobruša
given name Drahomíra	Drahuša
given name Ľudmila	Ľuda
given name	prvé meno
given name Richard	Rišo
given name Barbora	Bara
given name Gabriela	Gaba
given name Dezider	Dežo
Timothy	Timotej
Petronel	Petronela
Matthew	Matúš
given name Daniel	Daňo
given name Daniel	Dano
given name Július	Julo
given name Juraj	Juro
given name Beňadik	Beňo
Izidor	Izo
given name Izabela	Iza
given name Hedviga	Heda
given name Katarína	Kača
Ján	Janko
thirty	tridsať
forty	štyridsať
station	nádražie
peninsula	polostrov
last year	vlani
shit	srať
Saudi Arabia	Saudská Arábia
stalactite	stalaktit
barley	jačmeň
nanosecond	nanosekunda
keyboard	klávesnica
bat	netopier
breast	prsník
udder	vemeno
steel	oceľ
conifer	ihličnan
proper noun	vlastné meno
fig	figovník
amanita	muchotrávka
raisin	hrozienko
rain	pršať
horror	hrôza
e.g.	napr.
etc.	atď.
baby animal	mláďa
seesaw	hojdačka
exist	jestvovať
grain	zbožie
happiness	šťastie
badger	jazvec
nonsense	somarina
dilatory	liknavý
Albanian	albánsky
crust	kôrka
pregnant	ťarchavý
pregnant	samodruhý
scrooge	držgroš
scrooge	žgrloš
scrooge	skupáň
scrooge	skuhroš
totalitarianism	totalitarizmus
foreigner	cudzinka
given name Matej	Maťo
sanctuary	svätyňa
given name Rastislav	Rasťo
given name Peter	Peťo
given name Rudolf	Rudo
given name Svätopluk	Sveťo
chemistry	chémia
nature	príroda
student	študent
fire	požiar
literature	literatúra
armchair	kreslo
restaurant	reštaurácia
tváre	tvár
bed	posteľ
Norwegian	nórčina
Nazism	nacizmus
esophagus	pažerák
viscera	útroba
cream	smotana
moneybags	pracháč
Czech	bohemizmus
Czech	čechizmus
bird cherry	čremcha
mother	materinský
hectoliter	hektoliter
physical	fyzikálny
Slovak alcoholic beverage	borovička
micrometer	mikrometer
twelve-year-old	dvanásťročný
kitchen	kuchyňa
along	pozdĺž
drugstore	drogéria
tumble dryer	sušič
-phile	-fil
cough	kašlať
cough	kašeľ
pumpkin	tekvica
scriptwriter	scenárista
strike	štrajkovať
sacristy	sakristia
fall	jesenný
honey fungus	podpňovka
gooseberry	egreš
ríbezieľ	ríbezľa
plum	ringlota
New Zealander	Novozélanďan
Dominican	Dominikánec
Uzbek	uzbečtina
apartment	bytový
anti-racist	antirasistický
hôľ	hoľa
example	príklad
roundworm	škrkavka
dubbing	dabing
millennium	milénium
dictatorial	diktátorský
aristocratic	aristokratický
cynically	cynicky
lexical	lexikálny
hospitality	xénia
ungulate	kopytník
populism	populizmus
anti-Semitic	antisemitský
Bratislavan	Bratislavčan
terrorism	terorizmus
Kashmir	Kašmír
thief	zlodej
knight	rytier
trunk	kmeň
ecstasy	extáza
Ugandan	Uganďan
nationalist	nacionalistka
Astrakhan	Astrachán
vinša	vinš
drumbieľ	drumbľa
sneeze	kýchať
activate	aktivovať
switch on	zapnúť
turn off	vypnúť
anticyclone	anticyklóna
wind	víchor
valley	údolie
quartz	kremeň
hill	chlm
Deuteronomy	Deuteronómium
Joshua	Jozue
pupil	zrenica
Judges	Kniha sudcov
Kings	Kniha kráľov
Chronicles	Kniha kroník
G-string	tangá
cyclone	cyklón
Job	Jób
Psalms	Žalmy
Proverbs	Príslovia
update	aktualizovať
update	aktualizácia
zapnúť	zapínať
turn off	vypínať
deactivate	deaktivovať
airport	letište
female director	režisérka
Peter	Petrov
Ecclesiastes	Kazateľ
Song of Solomon	Pieseň piesní
stocking	pančucha
Lamentations	Náreky
seed	kakaový bôb
Machiavellianism	machiavelizmus
Machiavellianism	machiavellizmus
Haggai	Aggeus
Acts of the Apostles	Skutky apoštolov
Romans	Rimanom
I love you	ľúbim ťa
anthropologist	antropologička
expert	odborníčka
-ness	-osť
czardas	čardáš
witch	bosorka
developer	vývojka
old man	starký
grandfather	starý otec
nonentity	niktoš
grandmother	stará matka
old woman	starká
obsidian	obsidián
Chovancová	Chovanec
jedálny lístok	jedálny lístok
married	vydatá
wish	priať
when	kedy
work	pracovať
seat reservation ticket	miestenka
Hawaiian	havajský
helmet	prilba
holy smoke	ty kokso
fallow deer	daniel škvrnitý
rocking	hojdací
rock	hojdať
Puritan	puritán
basement	suterén
research	bádať
lamb	jahňacina
fable	bájka
beaver	bobor
whale	veľryba
exonym	exonymum
flat cake	placka
noodle	halušky
snore	chrápať
earthquake	zemetrasenie
fosil	fosílie
asymmetric	asymetrický
satin	satén
cyclic	cyklický
Klužu	Kluž
Corinthians	Korinťanom
Galatians	Galaťanom
Ephesians	Efezanom
Philippians	Filipanom
Colossians	Kolosanom
Thessalonians	Solúnčanom
Titus	Títovi
Philemon	Filemonovi
Hebrews	Hebrejom
James	Jakubov
Judas	Júdov
Apocalypse	Zjavenie
Piper	piepor
piss	šťať
soak	močiť
fathom	siaha
stupid	hlúpy
Merry Christmas	veselé Vianoce
bonnet	čepiec
less	menej
least	najmenej
most	najviac
Dominican Republic	dominikánsky
yak	jačí
crow	vraní
fieldfare	kvíčala
by hand	ručne
ephedra	efedra
bacteriology	bakteriológia
arm	paža
hall	sieň
rheumatism	reumatizmus
analphabetism	analfabetismus
tractor driver	traktorista
moron	hlupaňa
WC	vécko
look	vyzerať
Serbo-Croatian	srbochorvátčina
Serbo-Croatian	srbochorvátsky
brave	odvážny
coitus	koitus
bear	rodiť
toilet	toaletný
restaurant	reštika
everywhere	všade
civic	občiansky
dialectal	dialektický
halogen	halogén
criticize	kritizovať
blackmailing	vydieračský
agoraphobia	agorafóbia
stool	šamlík
cursor	kurzor
bald eagle	orliak bielohlavý
bald eagle	orol belohlavý
illiterate	analfabetka
chew	žuť
noble	šľachtic
bitch	potvora
kettle	kanvica
watering can	kanva
self-censorship	autocenzúra
smell	čuch
phloem	lyko
combine driver	kombajnista
mug	hrnček
dielectric	dielektrický
grateful	vďačný
hi	čauko
every man is the architect of his own fortune	každý je strojcom svojho šťastia
cough	kašľať
Proto-Indo-European	praindoeurópčina
great-grandfather	pradedo
Proto-Slavic	praslovančina
Proto-Germanic	pragermánčina
hurt	bolieť
calculate	vyrátať
standard language	spisovný jazyk
biophysics	biofyzika
a bird in the hand is worth two in the bush	lepší vrabec v hrsti ako holub na streche
interest	záujem
urticaria	urtikária
urticaria	žihľavka
archivist	archivár
archivist	archivárka
anarchistic	anarchistický
Moorish	maurský
Mauritanian	mauritánsky
Hasidism	chasidizmus
Hussitism	husitstvo
pneumonia	zápal pľúc
pneumonia	pneumónia
Hussitism	husitizmus
half-plane	polrovina
ray	polpriamka
line	priamka
astronomy	hvezdárstvo
astrology	astrológia
astronomer	hvezdár
democracy	demokracia
anti-democratic	protidemokratický
